ID,name,product_type,skin_type,price,rating
1782,Super Aqua-Eye Anti-Puffiness Soothing Eye Patch,Eye Cream,dry,71.5,3.1
1783,Super Aqua-Eye Serum,Eye Cream,oily,149.2,3.1
1784,Super Aqua-Hands Anti-Ageing Hand Cream SPF 15,Cream,dry,100.4,0.5
1786,Super Aqua-Night,Cream,sensitive,117.3,1.8
1787,Terracotta Blush Sun Shimmer Highlighter,Liquid,dry,58.6,2.6
1788,Terracotta Bronzing Powder,Powder,sensitive,75.8,2.5
1789,Terracotta Bronzing Powder Mist SPF 10,Self-Tanner,oily,97.0,3.0
1790,Terracotta Eau Sous le Vent Hydrating Tan-Enhancing Body Mist,Facial Mist,sensitive,112.0,2.9
1791,Terracotta Four Seasons Bronzer,Powder,oily,77.5,1.0
1792,Terracotta Kabuki Retractable Bronzing Powder,Face,sensitive,99.4,3.7
1793,Terracotta Light Sheer Bronzing Powder,Powder,sensitive,142.0,1.8
1794,Terracotta Loose Powder Kohl,Powder,sensitive,141.9,2.2
1795,Terracotta Mineral Loose Powder,Loose,dry,13.5,1.4
1796,Terracotta Sun Scrub Tan Enhancing Scrub,Exfoliators & Scrubs,sensitive,115.5,2.6
1797,Terracotta Sun Serum,Self-Tanner,oily,44.9,2.3
1798,Terracotta Sunless Tinted Self-Tanning Gel,Self-Tanner,sensitive,10.5,2.5
1799,Vega Vintage,Fragrance,dry,123.1,3.2
1800,Vetiver,Fragrance,dry,26.1,3.1
1801,Vol de Nuit,Fragrance,sensitive,142.3,2.0
1802,Voyage Tokyo,Fragrance,oily,83.3,1.9
1803,Eye & Lip Palette,Makeup Palette,sensitive,124.5,2.4
1804,Lipstick,Lipstick,oily,147.5,3.2
1805,Lâ€™Ecrin 4 Couleurs Eyeshadow Palette,Eye Palette,sensitive,117.9,2.1
1806,Eyeshadow,Powder,oily,49.4,2.3
1807,Lâ€™Ecrin 6 Couleurs Eyeshadow Palette,Eye Palette,oily,56.8,0
1808,Blush,Powder,dry,83.9,3.0
1809,Angled,Eye,sensitive,13.6,3.7
1810,Blending,Eye,sensitive,43.0,0
1811,Blush Up,Face,oily,126.6,3.5
1812,Blusher 1,Face,dry,102.1,3.5
1813,Blusher 2,Face,dry,78.9,2.6
1814,Brow and Lash Gel,Eye,oily,114.0,1.8
1815,Contour,Face,sensitive,27.1,2.1
1816,Cream Blusher,Cream,dry,40.3,2.1
1817,Cream Pigment,Cream,sensitive,65.6,1.9
1818,Eye Brow Cake,Powder,dry,48.5,0
1819,Eye Liner Cake,Powder,sensitive,87.3,0
1820,Eye Shadow,Eye,sensitive,43.5,0
1821,Fine Eye Liner Brush with Cover,Eye,sensitive,131.3,2.3
1822,Fine Pencil,Pencil,sensitive,37.6,1.9
1823,Foundation,Face,dry,112.4,2.8
1824,Freak,Fragrance,dry,84.3,0
1825,Gleam Highlighting Cream,Cream,dry,18.1,0
1826,Grandeur,False Eyelashes,sensitive,50.3,1.7
1827,Highlighter,Face,oily,100.4,2.1
1828,Illuminator,Liquid,dry,12.5,3.0
1829,Kabuki Body,Face,dry,50.5,2.4
1830,Lip Brush with Cover,Lip,oily,121.6,4.0
1831,Lipstick,Lipstick,dry,122.2,3.2
1832,Liquid Metal,Cream,sensitive,122.2,2.9
1833,Masquara,Lengthening,sensitive,53.3,2.4
1834,Matt Primer,Face,oily,33.6,2.1
1835,Medium Pencil,Pencil,oily,94.6,2.9
1836,Nail Base Coat,Base Coat,sensitive,128.5,3.0
1837,Nail Top Coat,Top Coat,oily,24.4,2.4
1838,Nail Varnish,Nail Color,oily,18.2,2.4
1839,No 1,False Eyelashes,dry,71.3,3.3
1840,No 11,False Eyelashes,dry,94.9,2.8
1841,No 12,False Eyelashes,oily,117.7,2.3
1842,No 13,False Eyelashes,dry,118.3,1.9
1843,No 14,False Eyelashes,dry,91.3,2.2
1844,No 16,False Eyelashes,oily,114.2,2.9
1845,No 17,False Eyelashes,sensitive,99.3,2.2
1846,No 19,False Eyelashes,oily,85.2,2.4
1847,No 20,False Eyelashes,dry,55.5,2.3
1848,No 21,False Eyelashes,oily,97.4,2.8
1849,No 23,False Eyelashes,sensitive,109.2,0
1850,No 7,False Eyelashes,dry,78.8,0
1851,No 9,False Eyelashes,dry,140.6,4.8
1852,Powder,Face,dry,32.5,1.7
1853,Powder Blusher,Powder,oily,12.1,2.4
1854,Powder Eyeshadow,Powder,sensitive,129.8,2.3
1855,Precision Ink,Liquid,dry,85.6,3.9
1856,Pure Pigment,Loose,sensitive,36.6,2.1
1857,Satin Primer,Face,sensitive,77.8,0
1858,Sealing Gel,Tools,sensitive,70.5,3.1
1859,Sheer Lipgloss,Lipgloss,dry,26.9,4.1
1860,Volume Mascara,Volumizing,dry,129.4,1.3
1861,Eyeshadow Quad,Eye Palette,sensitive,51.7,3.8
1862,Blush Duo,Cheek Palette,sensitive,57.4,3.9
1863,Bronzing Duo,Cheek Palette,sensitive,80.2,1.9
1864,Powder Bronzer,Powder,dry,136.1,3.6
1865,Palette,Eye Palette,oily,74.2,2.1
1866,Absolue Eye Precious Cells,Eye Cream,dry,121.9,2.3
1867,Absolue Eye Premium BX,Eye Cream,dry,103.8,3.2
1868,Absolue Hand,Cream,dry,34.6,2.0
1869,Absolue L'Extrait,Cream,sensitive,56.1,1.9
1870,Absolue Night Precious Cells,Cream,sensitive,127.8,2.3
1871,Absolue Night Premium BX,Cream,dry,139.0,2.8
1872,Absolue Precious Cells,Cream,oily,61.5,3.6
1873,Absolue Premium BX Cream,Cream,oily,46.2,2.7
1874,Absolue Premium BX Foaming Cleanser,Foaming,sensitive,130.9,2.2
1875,Absolue Premium BX Lotion,Lotion,sensitive,45.6,1.6
1876,Absolue Premium BX Toner,Toner,sensitive,48.3,1.8
1877,Absolue Sublime Oleo-Serum,Hydrating,sensitive,52.7,2.9
1878,Absolue Ultimate BX,Hydrating,sensitive,50.4,2.5
1879,Absolue Ultimate Night BX,Hydrating,oily,78.8,3.1
1880,Ageless Minerale with White Sapphire Complex,Face,dry,37.3,3.0
1881,All-Over Shadow #22,Eye,dry,119.0,2.4
1882,Angle Shadow #13,Eye,sensitive,78.3,1.8
1883,Aquatique,Eye,oily,69.7,3.2
1884,Artliner,Liquid,dry,147.4,1.7
1885,Artliner Waterproof,Liquid,oily,143.2,2.1
1886,Baume in Love,Tinted,sensitive,130.6,3.4
1887,Bienfait Aqua Vital Cream,Cream,oily,124.6,3.0
1888,Bienfait Aqua Vital Lotion,Lotion,oily,95.3,2.4
1889,Bienfait Multi-Vital Eye SPF 28,Eye Cream,sensitive,125.5,2.5
1890,Bienfait Multi-Vital Night,Cream,sensitive,45.0,1.9
1891,Bienfait Multi-Vital SPF 30 Lotion,Lotion,sensitive,27.5,3.3
1892,Bienfait UV SPF 50+,Lotion,dry,121.2,3.2
1893,Bi-Facil,Makeup Remover,dry,116.7,3.3
1894,Blending Shadow #17,Eye,dry,36.3,1.6
1895,Blending Tip #16,Eye,oily,26.8,2.8
1896,Blush Highlighter,Powder,sensitive,27.0,1.6
1897,Blush in Love,Powder,oily,65.5,1.8
1898,Blush Subtil,Powder,oily,145.1,1.5
1900,Bronzer Mineral #100,Face,oily,117.4,3.5
1901,Cheek #6,Face,dry,97.8,1.5
1902,Cheek & Contour #25,Face,sensitive,82.4,1.4
1903,Cils Booster XL,Eyelash,sensitive,74.1,2.3
1904,Color Design Eyeshadow,Powder,dry,13.1,4.4
1905,Color Design Hydra-Balm,Tinted,oily,37.4,2.7
1906,Color Design Infinite 24H,Powder,sensitive,88.5,2.0
1907,Color Design Lipstick,Lipstick,oily,117.5,2.3
1908,Color Fever Gloss,Lipgloss,dry,16.6,3.4
1909,Color Fever Plumper,Lipgloss,oily,78.6,3.0
1910,Concealer #8,Eye,sensitive,125.8,2.0
1911,CrÃ¨me Douceur,Cream,dry,42.9,2.1
1912,CrÃ¨me Mousse Confort,Foaming,oily,97.4,3.0
1913,CrÃ¨me Radiance,Foaming,dry,17.7,2.8
1914,Definicils,Lengthening,oily,68.5,2.3
1915,Definicils Precious Cells,Volumizing,oily,15.9,2.2
1916,Definicils Waterproof,Lengthening,oily,134.7,1.6
1917,Dewy Mist,Face,dry,120.3,4.6
1918,Dual-End Liner & Shadow #18,Eye,dry,20.7,2.0
1919,Dual-End Liner & Smudger #24,Eye,oily,147.0,1.6
1920,Effacil,Makeup Remover,sensitive,123.5,2.3
1921,Exfoliance Confort,Facial Exfoliator,oily,58.0,1.8
1922,Exfoliance Radiance,Facial Exfoliator,oily,42.3,2.9
1923,Exfoliant Fraichelle,Exfoliators & Scrubs,dry,108.1,2.8
1924,Flash Bronzer,Self-Tanner,sensitive,141.6,1.5
1925,Flash Bronzer Anti-Age,Self-Tanner,dry,48.7,2.2
1926,Flash Bronzer Lotion,Self-Tanner,sensitive,16.9,2.9
1927,Foundation #2,Face,sensitive,109.7,1.9
1928,Galatee Confort,Makeup Remover,dry,32.6,4.4
1929,Gel Pure Focus,Gel,oily,103.2,3.3
1930,Gel Radiance,Gel,oily,111.7,2.5
1931,Genifique Eye,Eye Cream,dry,65.1,3.2
1933,Genifique Repair,Cream,dry,31.7,2.6
1934,High Resolution Eye Refill-3X,Eye Cream,dry,110.2,3.0
1935,High Resolution Night Refill-3X,Cream,oily,81.6,2.6
1936,High Resolution Refill-3X,Cream,oily,65.1,2.1
1937,Highlighting #3,Face,dry,125.9,2.3
1938,Huile Douceur,Liquid,oily,91.8,2.2
1939,Hydra Fraichelle,Lotion,sensitive,103.7,1.4
1940,Hydra-Intense Masque,Hydrating,dry,110.1,1.9
1941,Hypnose,Volumizing,oily,21.7,1.3
1942,Hypnose Doll Lashes,Volumizing,dry,70.8,4.4
1943,Hypnose Drama,Volumizing,oily,111.1,1.9
1944,Hypnose Drama Waterproof,Volumizing,oily,110.2,0.4
1945,Hypnose Star,Volumizing,dry,61.5,2.5
1946,Hypnose Top Coat,Mascara,sensitive,59.9,3.5
1947,Hypnose Waterproof,Volumizing,sensitive,140.5,2.7
1948,Illuminating Powder,Powder,dry,58.0,2.7
1950,Juicy Tubes,Lipgloss,sensitive,30.6,1.5
1951,Khol in Love,Pencil,sensitive,106.4,2.0
1952,La Base Pro,Face,sensitive,102.6,0.7
1953,La Laque Fever,Lipgloss,sensitive,51.3,1.8
1954,La Tweezer Precise,Tweezers,oily,19.3,4.4
1955,La Vie Est Belle,Fragrance,oily,28.5,0.3
1956,L'Absolu CrÃ¨me de Brillance,Lipgloss,sensitive,96.9,3.1
1957,Lâ€™Absolu CrÃ¨me de Brillance,Lipgloss,dry,116.1,3.1
1958,L'Absolu CrÃ¨me de Mat,Liquid,dry,145.2,3.4
1959,Lâ€™Absolu CrÃ¨me de Mat,Liquid,sensitive,149.7,2.8
1960,L'Absolu Nu,Lipstick,oily,58.4,2.2
1961,Lâ€™Absolu Nu,Lipstick,oily,146.5,2.2
1962,Lâ€™Absolu Rouge,Lipstick,sensitive,82.4,2.4
1963,Large Shadow #11,Eye,sensitive,52.4,1.6
1964,Le Crayon,Pencil,dry,56.4,1.8
1965,Le Crayon Khol,Pencil,oily,62.6,2.2
1966,Le Crayon Poudre,Pencil,dry,20.1,1.1
1967,Le Curler,Eyelash Curler,sensitive,65.6,2.6
1968,Le Lipstique,Pencil,dry,32.5,2.8
1969,Le Stylo,Pencil,oily,22.6,2.4
1970,Le Stylo Waterproof,Pencil,sensitive,23.8,2.0
1971,Les Paillettes Aux Yeux,Loose,sensitive,92.1,2.8
1972,L'Extreme,Lengthening,sensitive,28.0,2.8
1973,Lâ€™Extreme,Lengthening,oily,129.0,2.3
1974,L'Extreme Waterproof,Lengthening,sensitive,117.4,0
1975,Lâ€™Extreme Waterproof,Lengthening,dry,49.8,3.2
1976,Liner Design Long-Wear Calligraphy Gel Eyeliner,Gel,oily,59.6,3.5
1977,Magie Noire,Fragrance,oily,46.9,2.5
1978,Miracle,Lotion,dry,128.7,1.5
1979,Modele Sourcils,Liquid,sensitive,147.9,2.8
1980,Mousse Radiance,Foaming,oily,117.5,3.7
1981,Nourishing Fragrance Body Lotion,Lotion,oily,22.6,2.4
1982,Nutrix,Cream,oily,43.2,2.1
1983,Nutrix Royal,Cream,sensitive,114.9,2.6
1984,Nutrix Royal Body,Cream,oily,42.9,2.5
1985,O D' Azur,Fragrance,dry,149.2,2.6
1986,O Dâ€™ Azur,Fragrance,dry,81.5,2.4
1987,O De Lancome,Fragrance,oily,111.7,2.7
1988,O de L'Orangerie,Fragrance,dry,144.8,2.5
1989,O de Lâ€™Orangerie,Fragrance,oily,65.5,2.1
1990,Oscillation,Lengthening,dry,63.3,3.3
1991,Oscillation Intensity,Thickening,oily,81.6,3.9
1992,Oscillation Powerbooster,Eyelash,dry,28.8,0.7
1993,Petit Tresor,Powder,dry,37.0,3.2
1994,Poeme,Fragrance,dry,100.5,1.7
1995,Powder #1,Face,dry,131.8,2.7
1996,Precision Cheek #7,Face,sensitive,84.7,2.9
1997,Precision Shadow #12,Eye,dry,124.7,2.9
1998,Progres Eye,"Eye Cream
",oily,130.8,2.9
1999,Pure Empreinte Masque,Mask,sensitive,110.6,3.7
2000,Pure Focus Exfoliator,Facial Exfoliator,sensitive,122.8,3.3
2001,Renergie Eye,Eye Cream,sensitive,12.7,3.3
2002,Renergie Lift Multi-Action Lifting and Firming Cream,Cream,sensitive,74.2,2.3
2003,Renergie Lift Multi-Action Lifting and Firming Cream for Dry Skin,Cream,sensitive,112.6,2.9
2004,Renergie Lift Multi-Action Lifting and Firming Eye Cream,Eye Cream,oily,18.2,2.7
2005,Renergie Lift Multi-Action Lifting and Firming Night Cream,Cream,oily,79.9,2.7
2006,Renergie Lift Volumetry Eye,Eye Cream,dry,43.2,3.5
2007,Renergie Lift Volumetry for Normal/Combination Skin,Cream,oily,87.1,0
2008,Renergie Lift Volumetry Neck,Cream,sensitive,105.4,2.8
2009,Renergie Lift Volumetry Night,Cream,sensitive,135.7,1.9
2010,Renergie Night,Cream,oily,39.6,3.3
2011,Renergie Oil Free Lotion,Lotion,oily,70.8,2.2
2012,Retractable Lip #9,Lip,oily,93.3,2.6
2013,Rouge in Love,Lipstick,sensitive,143.8,2.8
2014,Round Angled Shadow #23,Eye,dry,136.5,1.6
2016,Star Bronzer,Powder,oily,118.6,2.7
2017,Star Bronzer Aqua Stick,Cream,sensitive,91.8,2.4
2018,Star Bronzer Bamboo Bronzer,Powder,oily,129.4,2.9
2019,Tonique Confort,Toner,sensitive,48.7,2.9
2020,Tonique Douceur,Toner,oily,17.0,1.9
2021,Tonique Radiance,Toner,oily,107.1,1.5
2022,Tresor,Fragrance,dry,141.4,3.6
2023,Tresor In Love,Fragrance,dry,64.3,2.5
2024,Tresor Midnight Rose,Lotion,sensitive,127.1,1.9
2025,Tresor Midnight Rose 'I Rose You' ,Fragrance,dry,34.1,0
2026,Tresor Midnight Rose â€˜I Rose Youâ€™,Fragrance,oily,145.1,2.6
2027,Tropiques Minerale,Loose,sensitive,81.4,3.7
2028,Vernis in Love,Nail Color,dry,121.1,2.8
2029,Virtuose Black Carat,Lengthening,sensitive,104.2,1.8
2031,Blush Palette,Face Palette,dry,108.7,2.2
2032,Contour,Powder,sensitive,13.8,2.2
2033,Blush,Powder,sensitive,43.1,2.0
2034,Highlighter,Powder,oily,72.8,1.7
2035,Color Design Eye Shadow Quad,Eye Palette,sensitive,76.3,2.3
2036,Color Design All-in-One 5 Shadow & Liner Palette,Eye Palette,dry,37.3,2.0
2037,Eyeshadow Quad,Eye Palette,oily,30.8,2.3
2038,Active Daily Moisture Lotion,Lotion,sensitive,63.2,1.4
2039,Advanced Haircare Power Moisture Moisture Rush Mask,Mask,sensitive,80.4,0.7
2040,Advanced Haircare Smooth Intense Frizz Taming Serum,Treatment,oily,71.1,2.9
2041,Advanced Haircare Color Vibrancy Dual Protect Spray,Hair Spray,oily,73.0,2.2
2043,Advanced Haircare Color Vibrancy Nourishing Shampoo,Shampoo,oily,54.3,2.7
2045,Advanced Haircare Power Moisture Hydrating Shampoo,Shampoo,sensitive,102.6,2.6
2047,Advanced Haircare Smooth Intense Polishing Shampoo,Shampoo,sensitive,129.9,1.4
2048,Advanced Haircare Smooth Intense Xtreme Straight CrÃ¨me,Cream,sensitive,41.0,2.4
2049,Advanced Haircare Total Repair 5 Damage Erasing Balm,Balm,dry,101.2,1.2
2050,Advanced Haircare Total Repair 5 Multi-Restorative Dry Oil,Oil,sensitive,148.2,2.6
2052,Advanced Haircare Total Repair 5 Restoring Shampoo,Shampoo,sensitive,62.9,2.8
2054,Advanced Haircare Triple Resist Reinforcing Shampoo,Shampoo,oily,81.3,2.7
2055,Advanced Haircare Triple Resist Ultimate Strength Solution,Treatment,dry,54.3,2.7
2056,Age Perfect Day Cream SPF 15,Cream,sensitive,51.0,2.6
2057,Age Perfect Eye Cream,Eye Cream,sensitive,73.0,1.5
2059,Age Perfect Hydra-Nutrition Day/Night Cream,Cream,dry,60.0,2.1
2060,Age Perfect Hydra-Nutrition Golden Balm Eye,Eye Cream,oily,66.1,0.8
2061,"Age Perfect Hydra-Nutrition Golden balm Face, Neck & Chest",Balm,sensitive,59.6,3.0
2062,Age Perfect Night Cream,Cream,sensitive,104.4,3.6
2063,Age Perfect Rich Restorative Cream Cleanser,Cream,sensitive,13.3,2.0
2064,Brow Stylist Custom Brow Shaping Pencil,Pencil,oily,115.9,3.2
2065,Clean Artiste Clean Artiste Waterproof & Long Wearing Eye Makeup Remover,Makeup Remover,sensitive,28.9,3.3
2066,Clean Artiste Eye Makeup Remover,Makeup Remover,sensitive,10.7,1.9
2067,Collagen Filler Collagen Moisture Filler Day Lotion,Lotion,oily,56.5,2.2
2068,Collagen Filler Collagen Moisture Filler Day/Night Cream,Cream,sensitive,16.1,2.7
2069,Colorist Secrets Brass Banisher Brass Banisher,Dye,sensitive,106.0,2.7
2070,Colorist Secrets Shine Gloss Shine Gloss,Dye,sensitive,43.9,2.5
2071,Colour Caresse by Colour Riche,Lipstick,oily,41.4,2.5
2072,Colour Caresse Wet Shine Stain,Lip Stain,oily,99.5,1.8
2073,Colour Rays,Dye,oily,14.7,2.5
2074,Colour Riche Balm,Tinted,oily,46.3,1.1
2075,Colour Riche Base Coat,Base Coat,dry,91.1,1.9
2076,Colour Riche Gloss,Lipgloss,dry,43.3,4.5
2077,Colour Riche Le Gloss,Lipgloss,oily,115.8,2.6
2078,Colour Riche Lip Liner,Pencil,oily,149.1,1.7
2079,Colour Riche Lipcolour,Lipstick,dry,14.7,2.8
2080,Colour Riche Nail Lacquer,Nail Color,sensitive,73.9,2.2
2081,Colour Riche Top Coat,Top Coat,dry,82.4,3.7
2082,Couleur Experte,Dye,oily,23.4,2.4
2083,De-Crease,Eye,sensitive,78.3,1.4
2084,Double Extend Beauty Tubes,Lengthening,dry,145.4,1.1
2085,Double Extend Eye Illuminator Eyeliner,Pencil,oily,71.5,3.1
2086,Double Extend Lash Boosting Mascara,Lengthening,oily,96.1,1.4
2087,Double Extend Lash Boosting Serum Concentrated Lash Boosting Serum,Eyelash,oily,87.5,2.4
2088,Double Extend Mascara,Lengthening,dry,10.6,2.7
2089,Double Extend Waterproof Mascara,Lengthening,oily,80.1,3.0
2090,Elnett Satin Hairspray Extra Strong Hold,Hair Spray,sensitive,57.7,1.3
2091,EverCrÃ¨me Sulfate-Free Moisture System Intense Nourishing Shampoo,Shampoo,dry,136.1,2.8
2093,EverCrÃ¨me Sulfate-Free Moisture System Nourishing Leave-In Spray,Hair Spray,dry,133.9,1.9
2094,EverCrÃ¨me Sulfate-Free Moisture System Nourishing Shampoo,Shampoo,sensitive,133.6,2.9
2097,EverCurl Hydracharge leave-In,Cream,dry,125.6,3.1
2098,EverCurl Hydracharge Shampoo,Shampoo,oily,30.7,2.7
2099,EverCurl Sculpt and Hold Cream Gel,Gel,sensitive,146.7,2.2
2100,EverCurl Silk and Gloss Dual Oil Care,Oil,sensitive,85.7,2.0
2103,Elnett Satin Hairspray Extra Strong Hold (Travel Size),Hair Spray,dry,26.7,0
2104,Elnett Satin Hairspray Extra Strong Hold Unscented,Hair Spray,dry,25.4,2.9
2105,Elnett Satin Hairspray Extra Strong Hold with UV filter for Color-Treated Hair,Hair Spray,sensitive,95.2,3.5
2106,Elnett Satin Hairspray Strong Hold,Hair Spray,dry,65.6,2.0
2108,EverCrÃ¨me Sulfate-Free Moisture System Deep Nourishing Masque,Mask,sensitive,17.0,2.5
2110,EverPure Sulfate-Free Color Care System Moisture Restorative Masque,Mask,sensitive,55.4,2.9
2111,EverPure Sulfate-Free Color Care System Moisture Shampoo,Shampoo,sensitive,38.4,3.3
2113,EverPure Sulfate-Free Color Care System Smooth Shampoo,Shampoo,dry,123.0,2.4
2115,EverPure Sulfate-Free Color Care System Volume Shampoo,Shampoo,dry,53.6,2.2
2116,EverSleek Sulfate-Free Smoothing System Finishing CrÃ¨me,Cream,oily,96.7,2.7
2117,EverSleek Sulfate-Free Smoothing System Frizz Taming CrÃ¨me Serum,Treatment,sensitive,98.0,2.5
2118,EverSleek Sulfate-Free Smoothing System Humidity Defying Leave-In CrÃ¨me,Cream,oily,30.5,2.3
2120,EverSleek Sulfate-Free Smoothing System Intense Smoothing Shampoo,Shampoo,dry,19.5,2.9
2122,EverSleek Sulfate-Free Smoothing System Reparative Smoothing Shampoo,Shampoo,oily,42.1,2.9
2124,EverSleek Sulfate-Free Smoothing System Super Sleek Intense Serum,Treatment,sensitive,143.7,2.7
2125,Eversleek Sulfate-Free Smoothing Systemâ„¢ Precious Oil Treatment,Treatment,sensitive,126.7,0
2127,EverStrong Sulfate-Free Fortify System Bodify Shampoo,Shampoo,dry,106.1,2.5
2129,EverStrong Sulfate-Free Fortify System Hydrate Shampoo,Shampoo,dry,58.7,3.4
2130,EverStrong Sulfate-Free Fortify System Overnight Repair Treatment,Treatment,oily,73.0,2.4
2132,EverStrong Sulfate-Free Fortify System Reconstruct Shampoo,Shampoo,dry,83.5,3.1
2134,EverStrong Thickening Shampoo,Shampoo,dry,87.0,3.1
2135,EverStrong Thickening Tonic,Treatment,dry,145.7,3.7
2136,EverStyle Alcohol-Free Curl Activating Mousse,Mousse,oily,10.1,1.6
2137,EverStyle Alcohol-Free Curl Defining Gel,Gel,sensitive,132.2,2.7
2138,EverStyle Alcohol-Free Smooth & Shine CrÃ¨me,Cream,sensitive,83.7,2.3
2139,EverStyle Alcohol-Free Smooth & Shine Serum,Treatment,sensitive,112.8,2.2
2140,EverStyle Alcohol-Free Strong Hold Defining Gel,Gel,sensitive,42.4,3.0
2141,EverStyle Alcohol-Free Strong Hold Styling Spray,Hair Spray,oily,106.3,0
2142,EverStyle Alcohol-Free Volume Boosting Mousse,Mousse,dry,94.5,2.6
2143,EverStyle Alcohol-Free Volume Root Lifting Spray,Hair Spray,oily,87.6,0
2144,EverStyle Texture Series Beach Spray,Hair Spray,oily,60.2,3.6
2145,EverStyle Texture Series Energizing Dry Shampoo,Shampoo,sensitive,32.5,0
2146,EverStyle Texture Series Tousle CrÃ¨me,Cream,sensitive,92.9,2.9
2147,Excellence CrÃ¨me,Dye,sensitive,103.8,2.1
2148,Extra-Intense Liquid Pencil Eyeliner,Pencil,dry,142.1,2.8
2149,Feria,Dye,oily,143.6,2.5
2150,Feria Multi-Faceted Highlights,Dye,oily,124.7,0
2151,Frost & Design,Dye,dry,143.2,2.6
2152,Future Moisturizer SPF 15 Normal to Dry Skin,Lotion,sensitive,90.1,0
2153,Go 360 Clean Anti-Breakout Facial Cleanser,Liquid,dry,127.1,3.2
2154,Go 360 Clean Deep Exfoliating Scrub,Makeup Remover,sensitive,68.6,2.8
2155,Go 360 Clean Deep Facial Cleanser,Makeup Remover,sensitive,82.6,2.8
2156,Go 360 Clean Deep Facial Cleanser for Sensitive Skin,Makeup Remover,dry,131.6,3.0
2157,Healthy Look,Dye,sensitive,41.4,0
2158,HiP Color Chrome Eyeliner,Pencil,oily,27.8,3.4
2159,HiP Color Truth Eyeliner,Pencil,sensitive,109.2,2.5
2160,HydraFresh Toner,Toner,dry,77.3,2.6
2161,Hydra-Renewal Continuous Moisture Cream,Cream,dry,100.5,2.9
2162,Ideal Clean All Skin Types Foaming Gel Cleanser,Foaming,oily,55.8,2.3
2163,Ideal Clean All Skin Types Makeup Removing Towelettes,Wipe,dry,46.9,2.9
2164,Ideal Moisture Dry Skin Day Lotion SPF 25,Lotion,dry,122.8,3.6
2165,Ideal Moisture Even Tone All Skin Types Day/Night Cream,Cream,dry,24.8,3.1
2166,Ideal Moisture Even Tone Normal Skin Day Lotion,Lotion,dry,142.3,2.6
2167,Ideal Moisture Normal Skin Day Lotion,Lotion,dry,83.5,2.2
2168,Ideal Moisture Sensitive Skin Day Lotion SPF 25,Lotion,oily,141.6,2.0
2169,Infallible 24-Hour Eyeshadow,Powder,dry,138.9,1.6
2170,Infallible 8-HR Le Gloss,Lipgloss,oily,86.5,3.3
2171,Infallible 8HR Plumping Gloss,Lipgloss,sensitive,63.8,3.4
2172,Infallible Lacquer Liner 24H,Gel,oily,123.4,2.5
2173,Infallible Le Rouge,Lipstick,oily,47.3,4.2
2174,Infallible Never Fail Eyeliner,Pencil,oily,45.7,2.9
2175,Infallible Never Fail Lipcolour Compact,Liquid,oily,87.0,3.4
2176,Infallible Never Fail Lipliner,Pencil,sensitive,30.9,4.1
2177,Infallible The Super Slim by Infallible Black,Felt-Tip,oily,149.3,2.8
2178,Lâ€™OrÃ©al Kids Blueberry Smoothie 2-in-1 Shampoo for All Hair Types,Shampoo,sensitive,37.3,2.2
2179,Lâ€™OrÃ©al Kids Burst of Sweet Pear Tangle Tamer for All Hair Types,Treatment,oily,103.9,2.0
2180,Lâ€™OrÃ©al Kids Extra Gentle 2-in-1 Shampoo With a Burst of Cherry Almond,Shampoo,dry,62.6,3.4
2181,Lâ€™OrÃ©al Kids Extra Gentle 2-in-1 Shampoo With a Burst of Watermelon,Shampoo,oily,116.9,3.3
2182,Lâ€™OrÃ©al Kids Extra Gentle 2-in-1 Swim & Sport Shampoo,Shampoo,sensitive,30.4,2.9
2184,Lâ€™OrÃ©al Kids Orange Mango Smoothie 2-in-1 Shampoo for Extra Shine,Shampoo,oily,66.3,3.5
2185,Lâ€™OrÃ©al Kids Strawberry Smoothie 2-in-1 Shampoo for Extra Softness,Shampoo,dry,43.9,2.1
2186,La Petite Frost H75 Chardonnay,Dye,sensitive,147.7,2.3
2187,Lineur Intense Brush Tip Liquid Eyeliner,Liquid,oily,71.0,3.1
2188,Lineur Intense Felt Tip Liquid Eyeliner,Felt-Tip,dry,136.0,2.0
2189,L'oreal Eye Makeup Remover,Makeup Remover,oily,64.3,2.1
2190,L'OrÃ©al Kids Extra Gentle 2-in-1 Alex Strawberry Shampoo,Shampoo,sensitive,68.1,2.6
2191,L'OrÃ©al Kids Extra Gentle 2-in-1 Gloria Apple Shampoo,Shampoo,dry,15.4,3.5
2192,L'OrÃ©al Kids Extra Gentle 2-in-1 Marty Blueberry Shampoo,Shampoo,sensitive,68.5,0
2193,L'OrÃ©al Kids Extra Gentle 2-in-1 The Penguins Mango Orange Shampoo,Shampoo,dry,55.8,3.8
2194,L'Oreal Paris Dual Sharpener with Cover,Sharpener,oily,118.6,1.6
2195,Magic Smooth Souffle Blush,Cream,dry,35.6,0
2196,Men's Expert Comfort Max SPF 15 Anti-Irritation After Shave Balm,Balm,dry,141.7,0
2197,Men's Expert Hydra-Energetic Ice Cold Eye Roller,Eye Cream,dry,138.2,2.7
2198,Men's Expert Vita Lift Anti-Wrinkle & Firming Moisturizer,Lotion,oily,113.7,2.9
2199,Men's Expert Vita Lift SPF 15 Anti-Wrinkle & Firming Moisturizer,Lotion,sensitive,99.1,2.5
2200,Pencil Perfect Self-Advancing Eyeliner,Cream,sensitive,97.6,2.7
